input_text,intent,subject,action,concept,split
I'm going to the library.,statement,me,move,unknown_concept,train
Is everyone okay,question,you,communicate,none,test
He was just cleaning up.,statement,other,do,none,train
There's a car on your right,alert,you,danger,car,train
Would You all like wallet?,question,you,need,wallet,validation
Please bring me water.,request,me,need,water,train
They is going to the home.,statement,other,move,home,train
They are vacuuming.,statement,other,do,none,train
My mom isn't tired.,statement,other,feel,tired,train
What d'you want,question,you,need,none,train
Your dad is sick.,statement,other,feel,sick,train
I'm setting the table.,statement,me,do,none,train
"So, your dad is heading to the garden.",statement,other,move,garden,train
My dad is sick,statement,other,feel,sick,train
Me am heading to the restaurant,statement,me,move,restaurant,train
Do you want wallet,question,you,need,wallet,train
Me am walking to the office.,statement,me,move,office,train
I'm gonna the pharmacy.,statement,me,move,unknown_concept,train
Me feel hot,statement,me,feel,hot,train
I'm gonna the station.,statement,me,move,unknown_concept,train
We want to go to the bus,statement,me,move,bus,train
Who is this?,question,other,communicate,name,train
Tell Your dad to be careful,alert,other,danger,none,train
Can we start over,request,you,communicate,none,train
I need a soldering iron,request,me,need,unknown_concept,train
We're low on medicine,statement,me,need,medicine,train
I'm going to the studio.,statement,me,move,unknown_concept,train
She's gonna try again.,statement,other,do,none,train
"So, tell me the name.",request,you,communicate,name,train
My mom is gonna the bus.,statement,other,move,bus,train
D'you know what's happening?,question,you,communicate,none,test
"I need painkillers, please.",request,me,need,painkillers,test
Me need to go to the garden,statement,me,move,garden,train
Give me the wallet,request,me,need,wallet,train
She is organizing my things,statement,other,do,none,train
Does He need medicine,question,other,need,medicine,train
Your dad is walking.,statement,other,do,none,train
I forgot your name,statement,me,communicate,name,train
Me need keys,request,me,need,keys,train
"Well, can you help me?",request,you,communicate,none,train
Would You all like food?,question,you,need,food,train
"I need medicine, please.",request,me,need,medicine,validation
Does My mom need bathroom,question,other,need,bathroom,train
"Uh, pass me the painkillers.",request,me,need,painkillers,train
They is gonna the home.,statement,other,move,home,train
"Well, she is going to the bus.",statement,other,move,bus,train
"Okay, there's a pole on your right.",alert,you,danger,pole,train
Do You all want wallet?,question,you,need,wallet,train
You going to the garden?,question,you,move,garden,train
They is sick,statement,other,feel,sick,train
Go to the office,request,you,move,office,train
Your dad is checking messages.,statement,other,do,none,train
Are you going to the depot,question,you,move,unknown_concept,train
Do You guys want food,question,you,need,food,train
You setting the table?,question,you,do,none,train
They is resting.,statement,other,do,none,train
My dad is goin' to the car.,statement,other,move,car,train
I'm not sure.,statement,me,communicate,none,train
"Well, i'm not going to the restaurant.",statement,me,move,restaurant,train
"Okay, pass me the food.",request,me,need,food,train
Is They happy,question,other,feel,happy,train
She is writing,statement,other,do,none,train
Could you show me?,request,you,communicate,none,train
"Um, try doing it this way.",request,you,do,none,test
We're okay.,statement,me,feel,none,train
My dad is going to the train.,statement,other,move,train,train
"Okay, my dad is going to the hospital.",statement,other,move,hospital,train
Your dad is goin' to the home.,statement,other,move,home,train
"Uh, i want phone.",request,me,need,phone,train
My dad is stretching.,statement,other,do,none,train
Please go slower.,request,you,communicate,none,train
My dad is reading.,statement,other,do,none,train
My dad is confused.,statement,other,communicate,none,train
you need the transistor?,question,you,need,unknown_concept,validation
I'm going to the bus,statement,me,move,bus,train
"Uh, please introduce yourself.",request,you,communicate,none,train
Would You guys like painkillers,question,you,need,painkillers,train
Do you need help with anything?,question,you,need,none,train
I need an extension cord,request,me,need,unknown_concept,train
I don't want anything,statement,me,need,none,validation
"Okay, i need keys, please.",request,me,need,keys,test
They are napping.,statement,other,do,none,train
She is going to the hospital.,statement,other,move,hospital,train
Pass me the wallet,request,me,need,wallet,train
Does He need keys?,question,other,need,keys,train
My mom is painting.,statement,other,do,none,train
Is They tired?,question,other,feel,tired,train
I'm goin' to the warehouse.,statement,me,move,unknown_concept,train
Is My mom hot?,question,other,feel,hot,train
"Um, wait, don't go that way.",alert,you,danger,none,train
"Uh, let's go to the home.",request,me,move,home,train
Would you like medicine?,question,you,need,medicine,train
I'm watching something,statement,me,do,none,train
Where's the wallet?,question,you,need,wallet,train
I think there's a pole nearby.,alert,me,danger,pole,train
I'm a little tired,statement,me,feel,tired,train
"Me need bathroom, please",request,me,need,bathroom,train
She's gonna tell her.,statement,other,do,none,train
Give me the painkillers.,request,me,need,painkillers,train
"Um, they is going to the home.",statement,other,move,home,train
They is goin' to the car.,statement,other,move,car,train
You going to the salon?,question,you,move,unknown_concept,train
Me am reading,statement,me,do,none,test
"Uh, i need something.",request,me,need,none,train
My dad is goin' to the restaurant.,statement,other,move,restaurant,train
you need bathroom?,question,you,need,bathroom,train
May I ask a question?,request,you,communicate,none,train
I'm not going to the garden,statement,me,move,garden,test
I'm heading to the home.,statement,me,move,home,train
"Okay, i want to go to the car.",statement,me,move,car,train
"Well, me am going to the bus.",statement,me,move,bus,train
My mom is working,statement,other,do,none,train
He's going to rest for a bit.,statement,other,do,none,train
I want painkillers,request,me,need,painkillers,train
I'm not tired,statement,me,feel,tired,train
Your dad needs phone.,statement,other,need,phone,train
Your dad needs bathroom.,statement,other,need,bathroom,test
Office,statement,me,communicate,office,train
They is heading to the bus.,statement,other,move,bus,train
I'm really happy,statement,me,feel,happy,train
I'm heading to the depot.,statement,me,move,unknown_concept,train
Are You guys sure,question,you,communicate,none,test
Me am really cold.,statement,me,feel,cold,train
We feel sick,statement,me,feel,sick,train
He is heading to the home,statement,other,move,home,train
I'm leaving,statement,me,move,none,train
Do you want water,question,you,need,water,train
Give me the sensor module.,request,me,need,unknown_concept,test
Me wanna go to the home.,statement,me,move,home,train
What d'you want?,question,you,need,none,train
He is gardening,statement,other,do,none,train
Are you goin' to the workshop?,question,you,move,unknown_concept,train
My destination is here.,statement,me,communicate,destination,validation
Where are you going,question,you,move,none,train
Me am going,statement,me,move,none,train
"Well, he is resting.",statement,other,do,none,train
"Okay, can we talk now?",question,you,communicate,none,test
She's gonna explain it again.,statement,other,do,none,train
Watch out for the quombat,alert,you,danger,unknown_concept,train
"Don't move, train nearby",alert,you,danger,train,train
What's their name,question,other,communicate,name,train
They is going to the office,statement,other,move,office,train
Me am walking to the home,statement,me,move,home,train
I need a sensor module.,request,me,need,unknown_concept,train
"Don't move, fire nearby.",alert,you,danger,fire,train
You guys are cold,statement,you,feel,cold,train
I'd like some painkillers,request,me,need,painkillers,train
